område,køn,alder,herkomst,uddannelse,2020,2021,2022,2023,2024
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,1.0,0.0,0.0,1.0,1.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,9.0,11.0,11.0,4.0,2.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,17.0,18.0,14.0,8.0,17.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,3.0,5.0,1.0,3.0,1.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,7.0,6.0,11.0,9.0,5.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,1.0,2.0,1.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,7.0,8.0,4.0,6.0,8.0
Hele landet,Kvinder,25-29 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,H3091 Grundforløb,0.0,0.0,44.0,66.0,78.0
Hele landet,Kvinder,25-29 år,Indvandrere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,1147.0,1144.0,1199.0,1312.0,1115.0
Hele landet,Kvinder,25-29 år,Indvandrere,H35 Adgangsgivende uddannelsesforløb,66.0,54.0,44.0,55.0,49.0
Hele landet,Kvinder,25-29 år,Indvandrere,H3510 Adgangskurser - videregående udd.,49.0,40.0,33.0,36.0,34.0
Hele landet,Kvinder,25-29 år,Indvandrere,H3520 Adgangseksamen - ingeniøruddannelse,17.0,14.0,11.0,19.0,15.0
Hele landet,Kvinder,25-29 år,Indvandrere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,2057.0,2055.0,2322.0,2257.0,2354.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,124.0,118.0,115.0,119.0,122.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,2.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,421.0,391.0,394.0,350.0,375.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,125.0,117.0,119.0,126.0,126.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,36.0,33.0,36.0,35.0,35.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,10.0,0.0,2.0,1.0,2.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,33.0,33.0,29.0,30.0,31.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,0.0,1.0,4.0,4.0,4.0
Hele landet,Kvinder,25-29 år,Indvandrere,KVU,1308.0,1362.0,1623.0,1592.0,1657.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,9520.0,8945.0,9947.0,7380.0,6454.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,366.0,357.0,346.0,364.0,364.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,87.0,67.0,60.0,62.0,76.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,315.0,320.0,327.0,305.0,279.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,772.0,859.0,892.0,922.0,869.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,3.0,1.0,2.0,1.0,1.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,350.0,366.0,410.0,436.0,458.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,27.0,26.0,27.0,34.0,27.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,15.0,13.0,7.0,7.0,5.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,1.0,0.0,0.0,1.0,1.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,586.0,577.0,571.0,671.0,645.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,0.0,0.0,1.0,1.0,1.0
Hele landet,Kvinder,25-29 år,Indvandrere,MVU,6998.0,6359.0,7304.0,4576.0,3728.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,3197.0,3121.0,3302.0,6484.0,8307.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,8.0,7.0,7.0,8.0,4.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,223.0,213.0,220.0,206.0,178.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,142.0,127.0,117.0,107.0,92.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,67.0,52.0,54.0,63.0,74.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,409.0,391.0,355.0,380.0,376.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,44.0,59.0,65.0,70.0,92.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,4.0,3.0,5.0,5.0,3.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,28.0,21.0,20.0,16.0,19.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,151.0,177.0,212.0,224.0,219.0
Hele landet,Kvinder,25-29 år,Indvandrere,BACH,2121.0,2071.0,2247.0,5405.0,7250.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,8370.0,8519.0,9329.0,9378.0,9230.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,60.0,56.0,53.0,44.0,33.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,564.0,523.0,495.0,454.0,439.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,224.0,226.0,240.0,256.0,268.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,405.0,462.0,500.0,507.0,524.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,2110.0,2175.0,2293.0,2310.0,2286.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,836.0,896.0,957.0,1101.0,1235.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,65.0,69.0,71.0,66.0,67.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,122.0,146.0,153.0,169.0,193.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,546.0,579.0,535.0,568.0,625.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,LVU,3438.0,3387.0,4032.0,3903.0,3560.0
Hele landet,Kvinder,25-29 år,Indvandrere,H80 Ph.d. og forskeruddannelser,271.0,294.0,387.0,341.0,331.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,2.0,2.0,1.0,0.0,2.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,5.0,6.0,7.0,7.0,6.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,17.0,16.0,9.0,9.0,25.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,1.0,2.0,1.0,4.0,2.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,23.0,24.0,24.0,15.0,15.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,8.0,3.0,6.0,5.0,1.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,11.0,12.0,8.0,16.0,15.0
Hele landet,Kvinder,25-29 år,Indvandrere,Ph.d.,204.0,229.0,331.0,285.0,265.0
Hele landet,Kvinder,25-29 år,Efterkommere,H3091 Grundforløb,0.0,0.0,42.0,61.0,69.0
Hele landet,Kvinder,25-29 år,Efterkommere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,2.0,2.0,7.0,10.0,9.0
Hele landet,Kvinder,25-29 år,Efterkommere,H35 Adgangsgivende uddannelsesforløb,33.0,27.0,21.0,16.0,15.0
Hele landet,Kvinder,25-29 år,Efterkommere,H3510 Adgangskurser - videregående udd.,26.0,22.0,15.0,12.0,9.0
Hele landet,Kvinder,25-29 år,Efterkommere,H3520 Adgangseksamen - ingeniøruddannelse,7.0,5.0,6.0,4.0,6.0
Hele landet,Kvinder,25-29 år,Efterkommere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,481.0,514.0,549.0,581.0,612.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,0.0,0.0,0.0,2.0,2.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,33.0,26.0,34.0,40.0,50.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,0.0,1.0,1.0,1.0,1.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,285.0,320.0,317.0,324.0,341.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,32.0,33.0,36.0,42.0,45.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,47.0,48.0,54.0,52.0,58.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,0.0,1.0,3.0,3.0,4.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,76.0,81.0,88.0,93.0,89.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,3.0,3.0,5.0,12.0,11.0
Hele landet,Kvinder,25-29 år,Efterkommere,KVU,5.0,1.0,11.0,12.0,11.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,2275.0,2546.0,2891.0,3117.0,3362.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,769.0,839.0,938.0,973.0,1017.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,24.0,32.0,40.0,38.0,39.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,33.0,48.0,54.0,53.0,46.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,672.0,790.0,839.0,914.0,1000.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,174.0,203.0,226.0,258.0,291.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,27.0,30.0,32.0,30.0,24.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,1.0,1.0,1.0,1.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,553.0,576.0,686.0,783.0,883.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,1.0,1.0,1.0,1.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,MVU,21.0,26.0,74.0,66.0,62.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,750.0,799.0,815.0,855.0,848.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,14.0,15.0,18.0,18.0,17.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,208.0,223.0,221.0,213.0,208.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,15.0,18.0,18.0,18.0,17.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,46.0,60.0,72.0,62.0,58.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,261.0,254.0,260.0,293.0,313.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,33.0,36.0,34.0,48.0,52.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,0.0,0.0,1.0,2.0,3.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,8.0,7.0,6.0,6.0,5.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,157.0,177.0,177.0,192.0,167.0
Hele landet,Kvinder,25-29 år,Efterkommere,BACH,8.0,9.0,8.0,3.0,8.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,1601.0,1858.0,2105.0,2294.0,2419.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,75.0,94.0,89.0,75.0,89.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,219.0,238.0,275.0,293.0,272.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,16.0,16.0,15.0,19.0,17.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,120.0,134.0,151.0,173.0,191.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,655.0,783.0,873.0,958.0,1011.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,147.0,166.0,183.0,201.0,213.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,6.0,4.0,1.0,1.0,5.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,10.0,10.0,13.0,19.0,19.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,342.0,402.0,486.0,517.0,576.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,LVU,11.0,11.0,19.0,38.0,26.0
Hele landet,Kvinder,25-29 år,Efterkommere,H80 Ph.d. og forskeruddannelser,0.0,2.0,2.0,3.0,3.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,1.0,1.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,1.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,1.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,1.0,1.0,3.0,1.0
Hele landet,Kvinder,25-29 år,Efterkommere,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,H3091 Grundforløb,0.0,0.0,201.0,306.0,297.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,7.0,6.0,7.0,12.0,10.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,H35 Adgangsgivende uddannelsesforløb,30.0,30.0,24.0,23.0,25.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,H3510 Adgangskurser - videregående udd.,4.0,4.0,4.0,3.0,3.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,H3520 Adgangseksamen - ingeniøruddannelse,26.0,26.0,20.0,20.0,22.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,6564.0,6695.0,7008.0,7363.0,7691.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,15.0,15.0,10.0,11.0,8.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,355.0,419.0,471.0,519.0,537.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,45.0,41.0,38.0,32.0,33.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,3883.0,3927.0,4133.0,4344.0,4474.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,742.0,743.0,767.0,782.0,786.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,581.0,557.0,588.0,598.0,657.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,206.0,228.0,230.0,239.0,237.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,8.0,8.0,7.0,7.0,7.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,448.0,468.0,460.0,482.0,548.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,268.0,274.0,283.0,325.0,375.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,KVU,13.0,15.0,21.0,24.0,29.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,36112.0,37856.0,40111.0,41980.0,43187.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,14700.0,15208.0,15727.0,16003.0,16149.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,1044.0,1131.0,1256.0,1373.0,1474.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,0.0,0.0,0.0,1.0,1.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,1174.0,1330.0,1532.0,1645.0,1761.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,5233.0,5633.0,6171.0,6690.0,7058.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,31.0,27.0,23.0,20.0,23.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,846.0,920.0,1045.0,1175.0,1341.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,771.0,781.0,800.0,794.0,737.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,86.0,105.0,114.0,127.0,135.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,26.0,18.0,21.0,25.0,29.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,12121.0,12621.0,13334.0,14044.0,14396.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,30.0,27.0,26.0,21.0,23.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,MVU,50.0,55.0,62.0,62.0,60.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,4308.0,4517.0,4710.0,4794.0,4916.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,62.0,67.0,60.0,53.0,52.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,1919.0,2026.0,2131.0,2129.0,2149.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,304.0,333.0,354.0,374.0,401.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,350.0,367.0,393.0,398.0,430.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,1272.0,1282.0,1294.0,1330.0,1363.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,121.0,144.0,169.0,184.0,195.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,18.0,16.0,18.0,16.0,14.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,91.0,94.0,97.0,119.0,123.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,157.0,174.0,176.0,176.0,165.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,BACH,14.0,14.0,18.0,15.0,24.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,32006.0,34083.0,35800.0,37370.0,38704.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,1787.0,1935.0,2042.0,2084.0,2131.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,7557.0,8068.0,8509.0,8783.0,8878.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,918.0,923.0,907.0,902.0,925.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,2593.0,2760.0,2938.0,3188.0,3337.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,12099.0,12914.0,13578.0,14088.0,14564.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,1930.0,1967.0,2080.0,2282.0,2521.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,257.0,269.0,266.0,267.0,261.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,849.0,925.0,976.0,1025.0,1065.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,3918.0,4218.0,4406.0,4648.0,4927.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,LVU,98.0,104.0,98.0,103.0,95.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,H80 Ph.d. og forskeruddannelser,825.0,778.0,799.0,835.0,886.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,37.0,27.0,31.0,40.0,41.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,19.0,23.0,24.0,31.0,34.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,177.0,171.0,180.0,179.0,180.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,83.0,85.0,89.0,93.0,92.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,158.0,144.0,141.0,144.0,155.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,57.0,58.0,63.0,57.0,46.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,291.0,268.0,269.0,290.0,336.0
Hele landet,Kvinder,30-34 år,Dansk oprindelse,Ph.d.,3.0,2.0,2.0,1.0,2.0
Hele landet,Kvinder,30-34 år,Indvandrere,H3091 Grundforløb,0.0,0.0,36.0,46.0,45.0
Hele landet,Kvinder,30-34 år,Indvandrere,H3097 H3097 Erhvervsfaglige uddannelser uden nærmere angivelse,1661.0,1643.0,1790.0,1966.0,1771.0
Hele landet,Kvinder,30-34 år,Indvandrere,H35 Adgangsgivende uddannelsesforløb,135.0,134.0,109.0,106.0,95.0
Hele landet,Kvinder,30-34 år,Indvandrere,H3510 Adgangskurser - videregående udd.,118.0,112.0,89.0,95.0,82.0
Hele landet,Kvinder,30-34 år,Indvandrere,H3520 Adgangseksamen - ingeniøruddannelse,17.0,22.0,20.0,11.0,13.0
Hele landet,Kvinder,30-34 år,Indvandrere,H3530 Adgangsgivende værkstedsskoleforløb,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,2052.0,2178.0,2453.0,2438.0,2466.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,2.0,1.0,1.0,1.0,0.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,91.0,106.0,99.0,100.0,114.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,2.0,3.0,3.0,1.0,2.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,367.0,357.0,348.0,372.0,360.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,99.0,98.0,88.0,95.0,105.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,43.0,46.0,31.0,47.0,48.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,5.0,13.0,10.0,7.0,5.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,0.0,0.0,0.0,0.0,1.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,75.0,67.0,57.0,47.0,48.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,5.0,4.0,3.0,2.0,1.0
Hele landet,Kvinder,30-34 år,Indvandrere,KVU,1363.0,1483.0,1813.0,1766.0,1782.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,10012.0,10129.0,11844.0,10734.0,10284.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,543.0,579.0,591.0,584.0,586.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,72.0,85.0,93.0,87.0,79.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,181.0,208.0,253.0,289.0,305.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,654.0,744.0,792.0,835.0,860.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,9.0,10.0,10.0,10.0,8.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,285.0,325.0,353.0,374.0,373.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,0.0,0.0,0.0,0.0,0.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,28.0,29.0,22.0,23.0,26.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,7.0,8.0,12.0,10.0,10.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,0.0,1.0,2.0,2.0,1.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,883.0,880.0,892.0,895.0,901.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,0.0,0.0,1.0,1.0,1.0
Hele landet,Kvinder,30-34 år,Indvandrere,MVU,7350.0,7260.0,8823.0,7624.0,7134.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,847.0,909.0,969.0,2528.0,3442.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,2.0,4.0,6.0,6.0,6.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,156.0,164.0,172.0,161.0,147.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,34.0,40.0,43.0,44.0,46.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,34.0,36.0,34.0,30.0,39.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,155.0,170.0,180.0,169.0,150.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,11.0,14.0,20.0,22.0,21.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,2.0,3.0,3.0,1.0,1.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,10.0,8.0,8.0,6.0,3.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,30.0,32.0,33.0,41.0,44.0
Hele landet,Kvinder,30-34 år,Indvandrere,BACH,413.0,438.0,470.0,2048.0,2985.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,10950.0,11246.0,12250.0,12452.0,12390.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,74.0,87.0,93.0,95.0,106.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,687.0,736.0,773.0,756.0,742.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,253.0,257.0,288.0,295.0,312.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,271.0,322.0,371.0,434.0,468.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,1849.0,2108.0,2261.0,2411.0,2526.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,695.0,784.0,897.0,1005.0,1076.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,62.0,66.0,76.0,84.0,83.0
Hele landet,Kvinder,30-34 år,Indvandrere,LVU,118.0,125.0,141.0,149.0,181.0
